feature,importance
cat__neighborhood_DYKER HEIGHTS,0.0
cat__neighborhood_DOUGLASTON,0.0
cat__neighborhood_DONGAN HILLS,0.0
cat__neighborhood_CYPRESS HILLS,0.0
cat__neighborhood_COUNTRY CLUB,0.0
cat__neighborhood_CONEY ISLAND,0.0
cat__neighborhood_CONCORD-FOX HILLS,0.0
cat__neighborhood_COLLEGE POINT,0.0
cat__neighborhood_COBBLE HILL-WEST,0.0
cat__neighborhood_CITY ISLAND,0.0
cat__neighborhood_BUSH TERMINAL,0.0
cat__neighborhood_BRONXDALE,0.0
cat__neighborhood_GRYMES HILL,0.0
cat__neighborhood_ARROCHAR-SHORE ACRES,0.0
cat__neighborhood_NEW BRIGHTON,0.0
cat__neighborhood_NAVY YARD,0.0
cat__neighborhood_BELLE HARBOR,0.0
cat__neighborhood_MOUNT HOPE/MOUNT EDEN,0.0
cat__neighborhood_MORRIS PARK/VAN NEST,0.0
cat__neighborhood_MIDDLE VILLAGE,0.0
cat__neighborhood_MASPETH,0.0
cat__neighborhood_MANHATTAN BEACH,0.0
cat__neighborhood_LIVINGSTON,0.0
cat__neighborhood_JAVITS CENTER,0.0
cat__neighborhood_HAMMELS,0.0
cat__neighborhood_JAMAICA HILLS,0.0
cat__neighborhood_JAMAICA ESTATES,0.0
cat__neighborhood_BAYCHESTER,0.0
cat__neighborhood_HUNTS POINT,0.0
cat__neighborhood_HOWARD BEACH,0.0
cat__neighborhood_HOLLISWOOD,0.0
cat__neighborhood_HOLLIS HILLS,0.0
cat__neighborhood_HOLLIS,0.0
cat__neighborhood_HILLCREST,0.0
cat__neighborhood_WYCKOFF HEIGHTS,0.0
