feature,importance
cat__neighborhood_OAKWOOD,0.002029263
cat__neighborhood_PLEASANT PLAINS,0.0019991598
cat__neighborhood_THROGS NECK,0.0018237886
cat__neighborhood_QUEENS VILLAGE,0.001811695
cat__neighborhood_BROOKLYN HEIGHTS,0.0016854582
cat__neighborhood_UPPER EAST SIDE (59-79),0.0016573125
cat__neighborhood_BATHGATE,0.001540245
cat__neighborhood_NEW SPRINGVILLE,0.0014414971
cat__neighborhood_GREAT KILLS,0.0013922304
cat__neighborhood_MANOR HEIGHTS,0.0013772446
cat__neighborhood_ROSSVILLE,0.0011775843
cat__neighborhood_TOTTENVILLE,0.00089206494
cat__neighborhood_TRAVIS,0.0
cat__neighborhood_CAMBRIA HEIGHTS,0.0
cat__neighborhood_UPPER WEST SIDE (59-79),0.0
cat__neighborhood_ROSEBANK,0.0
cat__neighborhood_ROCKAWAY PARK,0.0
cat__neighborhood_WOODLAWN,0.0
cat__neighborhood_UPPER WEST SIDE (79-96),0.0
cat__neighborhood_SPRING CREEK,0.0
cat__neighborhood_WASHINGTON HEIGHTS LOWER,0.0
cat__neighborhood_CASTLE HILL/UNIONPORT,0.0
cat__neighborhood_WASHINGTON HEIGHTS UPPER,0.0
cat__neighborhood_ARROCHAR,0.0
cat__neighborhood_WILLIAMSBRIDGE,0.0
cat__neighborhood_WILLOWBROOK,0.0
cat__neighborhood_ARVERNE,0.0
cat__neighborhood_WAKEFIELD,0.0
cat__neighborhood_ROSSVILLE-CHARLESTON,0.0
cat__neighborhood_WILLIAMSBURG-NORTH,0.0
cat__neighborhood_ROSSVILLE-RICHMOND VALLEY,0.0
cat__neighborhood_BEECHHURST,0.0
cat__neighborhood_BUSH TERMINAL,0.0
cat__neighborhood_BELLE HARBOR,0.0
cat__neighborhood_BULLS HEAD,0.0
cat__neighborhood_SILVER LAKE,0.0
cat__neighborhood_BELLEROSE,0.0
cat__neighborhood_STAPLETON-CLIFTON,0.0
cat__neighborhood_PROSPECT HEIGHTS,0.0
cat__neighborhood_SOHO,0.0
cat__neighborhood_STAPLETON,0.0
cat__neighborhood_BRONX PARK,0.0
cat__neighborhood_BROAD CHANNEL,0.0
cat__neighborhood_BRIARWOOD,0.0
cat__neighborhood_ARROCHAR-SHORE ACRES,0.0
cat__neighborhood_GLEN OAKS,0.0
cat__neighborhood_PORT IVORY,0.0
cat__neighborhood_PELHAM PARKWAY NORTH,0.0
cat__neighborhood_KEW GARDENS,0.0
cat__neighborhood_KENSINGTON,0.0
cat__neighborhood_JAMAICA HILLS,0.0
cat__neighborhood_JAMAICA BAY,0.0
cat__neighborhood_EAST VILLAGE,0.0
cat__neighborhood_FIELDSTON,0.0
cat__neighborhood_INWOOD,0.0
cat__neighborhood_HUNTS POINT,0.0
cat__neighborhood_HUGUENOT,0.0
cat__neighborhood_HOLLISWOOD,0.0
cat__neighborhood_FLORAL PARK,0.0
cat__neighborhood_HILLCREST,0.0
cat__neighborhood_HIGHBRIDGE/MORRIS HEIGHTS,0.0
cat__neighborhood_HARLEM-WEST,0.0
cat__neighborhood_HARLEM-UPPER,0.0
cat__neighborhood_HARLEM-EAST,0.0
cat__neighborhood_FORDHAM,0.0
cat__neighborhood_GRYMES HILL,0.0
cat__neighborhood_GREENWICH VILLAGE-WEST,0.0
cat__neighborhood_GREENWICH VILLAGE-CENTRAL,0.0
cat__neighborhood_FOREST HILLS,0.0
cat__neighborhood_GREAT KILLS-BAY TERRACE,0.0
cat__neighborhood_FRESH MEADOWS,0.0
cat__neighborhood_GRASMERE,0.0
cat__neighborhood_GRANT CITY,0.0
cat__neighborhood_KINGSBRIDGE/JEROME PARK,0.0
cat__neighborhood_LITTLE NECK,0.0
cat__neighborhood_DOWNTOWN-FULTON MALL,0.0
cat__neighborhood_CONEY ISLAND,0.0
cat__neighborhood_PELHAM GARDENS,0.0
cat__neighborhood_PARKCHESTER,0.0
cat__neighborhood_GERRITSEN BEACH,0.0
cat__neighborhood_CHELSEA,0.0
cat__neighborhood_CITY ISLAND,0.0
cat__neighborhood_CLOVE LAKES,0.0
cat__neighborhood_COBBLE HILL-WEST,0.0
cat__neighborhood_OAKWOOD-BEACH,0.0
cat__neighborhood_CONCORD-FOX HILLS,0.0
cat__neighborhood_NEW DORP-HEIGHTS,0.0
cat__neighborhood_NEW DORP-BEACH,0.0
cat__neighborhood_NEPONSIT,0.0
cat__neighborhood_MANHATTAN BEACH,0.0
cat__neighborhood_MURRAY HILL,0.0
cat__neighborhood_MOTT HAVEN/PORT MORRIS,0.0
cat__neighborhood_DONGAN HILLS-COLONY,0.0
cat__neighborhood_MILL BASIN,0.0
cat__neighborhood_DONGAN HILLS-OLD TOWN,0.0
cat__neighborhood_MIDTOWN EAST,0.0
cat__neighborhood_DOUGLASTON,0.0
cat__neighborhood_MELROSE/CONCOURSE,0.0
cat__neighborhood_MASPETH,0.0
cat__neighborhood_MARINERS HARBOR,0.0
cat__neighborhood_DOWNTOWN-FULTON FERRY,0.0
cat__neighborhood_CASTLETON CORNERS,0.0
