feature,importance
cat__neighborhood_BRIARWOOD,0.0
cat__neighborhood_FLATBUSH-LEFFERTS GARDEN,0.0
cat__neighborhood_CROTONA PARK,0.0
cat__neighborhood_CORONA,0.0
cat__neighborhood_CONEY ISLAND,0.0
cat__neighborhood_CONCORD,0.0
cat__neighborhood_COLLEGE POINT,0.0
cat__neighborhood_COBBLE HILL-WEST,0.0
cat__neighborhood_COBBLE HILL,0.0
cat__neighborhood_BRIGHTON BEACH,0.0
cat__neighborhood_CITY ISLAND,0.0
cat__neighborhood_CHINATOWN,0.0
cat__neighborhood_BRONXDALE,0.0
cat__neighborhood_CASTLE HILL/UNIONPORT,0.0
cat__neighborhood_CANARSIE,0.0
cat__neighborhood_BELMONT,0.0
cat__neighborhood_BELLEROSE,0.0
cat__neighborhood_MIDTOWN EAST,0.0
cat__neighborhood_JACKSON HEIGHTS,0.0
cat__neighborhood_MIDTOWN CBD,0.0
cat__neighborhood_MIDDLE VILLAGE,0.0
cat__neighborhood_BATH BEACH,0.0
cat__neighborhood_MASPETH,0.0
cat__neighborhood_BROOKLYN HEIGHTS,0.0
cat__neighborhood_MADISON,0.0
cat__neighborhood_BATHGATE,0.0
cat__neighborhood_LITTLE ITALY,0.0
cat__neighborhood_KIPS BAY,0.0
cat__neighborhood_KINGSBRIDGE/JEROME PARK,0.0
cat__neighborhood_KENSINGTON,0.0
cat__neighborhood_JAMAICA HILLS,0.0
cat__neighborhood_JAMAICA,0.0
cat__neighborhood_HUNTS POINT,0.0
cat__neighborhood_FLUSHING-NORTH,0.0
cat__neighborhood_HOWARD BEACH,0.0
cat__neighborhood_HOLLIS,0.0
cat__neighborhood_HARLEM-WEST,0.0
cat__neighborhood_BAYCHESTER,0.0
cat__neighborhood_BAYSIDE,0.0
cat__neighborhood_GREENWICH VILLAGE-WEST,0.0
cat__neighborhood_GRAVESEND,0.0
cat__neighborhood_GRANT CITY,0.0
cat__neighborhood_GOWANUS,0.0
cat__neighborhood_GLENDALE,0.0
cat__neighborhood_FORT GREENE,0.0
cat__neighborhood_FORDHAM,0.0
cat__neighborhood_FLUSHING-SOUTH,0.0
cat__neighborhood_WYCKOFF HEIGHTS,0.0
