feature,importance
cat__pluto_bldgclass_G7,0.0
cat__dof_bldg_class_B1,0.0
cat__pluto_bldgclass_K4,0.0
cat__pluto_bldgclass_N2,0.0
cat__pluto_bldgclass_O2,0.0
cat__pluto_bldgclass_O8,0.0
cat__pluto_bldgclass_S1,0.0
cat__pluto_bldgclass_S2,0.0
cat__pluto_bldgclass_S3,0.0
cat__pluto_bldgclass_S4,0.0
cat__pluto_bldgclass_S5,0.0
cat__pluto_bldgclass_S9,0.0
cat__pluto_bldgclass_V0,0.0
cat__pluto_bldgclass_V1,0.0
cat__pluto_bldgclass_B9,0.0
cat__pluto_bldgclass_B3,0.0
cat__pluto_bldgclass_B2,0.0
cat__pluto_bldgclass_B1,0.0
cat__dof_bldg_class_B2,0.0
cat__dof_bldg_class_B9,0.0
cat__dof_bldg_class_C0,0.0
cat__dof_bldg_class_C6,0.0
cat__dof_bldg_class_C9,0.0
cat__dof_bldg_class_D2,0.0
cat__dof_bldg_class_D3,0.0
cat__dof_bldg_class_D5,0.0
cat__dof_bldg_class_D6,0.0
cat__dof_bldg_class_D7,0.0
cat__dof_bldg_class_D9,0.0
cat__dof_bldg_class_G7,0.0
cat__dof_bldg_class_M1,0.0
cat__dof_bldg_class_U7,0.0
cat__dof_bldg_class_V0,0.0
cat__dof_bldg_class_V1,0.0
cat__dof_bldg_class_V3,0.0
cat__dof_tax_class_1,0.0
cat__neighborhood_PORT IVORY,0.0
cat__dof_tax_class_3,0.0
cat__dof_tax_class_4,0.0
cat__pluto_bldgclass_A1,0.0
cat__pluto_bldgclass_A3,0.0
cat__pluto_bldgclass_A5,0.0
cat__pluto_bldgclass_A7,0.0
cat__neighborhood_PORT RICHMOND,0.0
cat__neighborhood_MIDTOWN CBD,0.0
cat__neighborhood_PELHAM PARKWAY SOUTH,0.0
cat__neighborhood_DOUGLASTON,0.0
cat__neighborhood_CIVIC CENTER,0.0
cat__neighborhood_CLINTON,0.0
cat__neighborhood_CLINTON HILL,0.0
cat__neighborhood_CLOVE LAKES,0.0
cat__neighborhood_COBBLE HILL,0.0
cat__neighborhood_COBBLE HILL-WEST,0.0
cat__neighborhood_COLLEGE POINT,0.0
cat__neighborhood_CONCORD,0.0
cat__neighborhood_CONEY ISLAND,0.0
cat__neighborhood_COUNTRY CLUB,0.0
cat__neighborhood_CROTONA PARK,0.0
cat__neighborhood_CYPRESS HILLS,0.0
cat__neighborhood_DONGAN HILLS,0.0
cat__neighborhood_DONGAN HILLS-COLONY,0.0
cat__neighborhood_DOWNTOWN-FULTON FERRY,0.0
cat__neighborhood_FOREST HILLS,0.0
cat__neighborhood_DOWNTOWN-FULTON MALL,0.0
cat__neighborhood_DOWNTOWN-METROTECH,0.0
cat__neighborhood_DYKER HEIGHTS,0.0
cat__neighborhood_EAST ELMHURST,0.0
cat__neighborhood_EAST TREMONT,0.0
cat__neighborhood_ELMHURST,0.0
cat__neighborhood_FAR ROCKAWAY,0.0
cat__neighborhood_FASHION,0.0
cat__neighborhood_FINANCIAL,0.0
cat__neighborhood_FLATBUSH-EAST,0.0
cat__neighborhood_FLATBUSH-LEFFERTS GARDEN,0.0
cat__neighborhood_FLATBUSH-NORTH,0.0
cat__neighborhood_FLATIRON,0.0
cat__neighborhood_FLATLANDS,0.0
cat__neighborhood_CITY ISLAND,0.0
cat__neighborhood_CHINATOWN,0.0
cat__neighborhood_CHELSEA,0.0
cat__neighborhood_CASTLETON CORNERS,0.0
num__pluto_bldgarea,0.0
num__pluto_lotarea,0.0
cat__borough_name_Staten Island,0.0
cat__neighborhood_AIRPORT LA GUARDIA,0.0
cat__neighborhood_ANNADALE,0.0
cat__neighborhood_ARROCHAR,0.0
cat__neighborhood_ARVERNE,0.0
cat__neighborhood_BATH BEACH,0.0
cat__neighborhood_BATHGATE,0.0
cat__neighborhood_BAYCHESTER,0.0
cat__neighborhood_BAYSIDE,0.0
cat__neighborhood_BEDFORD PARK/NORWOOD,0.0
cat__neighborhood_BEDFORD STUYVESANT,0.0
cat__neighborhood_BELLE HARBOR,0.0
cat__neighborhood_BELLEROSE,0.0
cat__neighborhood_BELMONT,0.0
cat__neighborhood_BERGEN BEACH,0.0
cat__neighborhood_BOERUM HILL,0.0
cat__neighborhood_BOROUGH PARK,0.0
cat__neighborhood_BRIARWOOD,0.0
cat__neighborhood_BRIGHTON BEACH,0.0
cat__neighborhood_BRONX PARK,0.0
cat__neighborhood_BRONXDALE,0.0
cat__neighborhood_BROOKLYN HEIGHTS,0.0
cat__neighborhood_BULLS HEAD,0.0
cat__neighborhood_BUSH TERMINAL,0.0
cat__neighborhood_CANARSIE,0.0
cat__neighborhood_CARROLL GARDENS,0.0
cat__neighborhood_CASTLE HILL/UNIONPORT,0.0
cat__neighborhood_FLUSHING-SOUTH,0.0
cat__neighborhood_FORT GREENE,0.0
cat__neighborhood_PELHAM PARKWAY NORTH,0.0
cat__neighborhood_MOTT HAVEN/PORT MORRIS,0.0
cat__neighborhood_MANHATTAN BEACH,0.0
cat__neighborhood_MANHATTAN VALLEY,0.0
cat__neighborhood_MARINE PARK,0.0
cat__neighborhood_MARINERS HARBOR,0.0
cat__neighborhood_MASPETH,0.0
cat__neighborhood_MELROSE/CONCOURSE,0.0
cat__neighborhood_MIDDLE VILLAGE,0.0
cat__neighborhood_MIDLAND BEACH,0.0
cat__neighborhood_MIDTOWN EAST,0.0
cat__neighborhood_MIDTOWN WEST,0.0
