feature,importance
cat__neighborhood_OCEAN HILL,0.0010445059
cat__neighborhood_RICHMOND HILL,0.001013867
cat__neighborhood_HARLEM-EAST,0.0010013484
cat__neighborhood_OCEAN PARKWAY-NORTH,0.0009943733
cat__neighborhood_SUNSET PARK,0.0009877218
cat__neighborhood_OCEAN PARKWAY-SOUTH,0.0009788631
cat__neighborhood_BATH BEACH,0.00086284376
cat__neighborhood_MIDDLE VILLAGE,0.00085829344
cat__neighborhood_HIGHBRIDGE/MORRIS HEIGHTS,0.00083586853
cat__neighborhood_CARROLL GARDENS,0.00078047236
cat__neighborhood_BEDFORD PARK/NORWOOD,0.00077029807
cat__dof_tax_class_3,0.0007572664
cat__neighborhood_REGO PARK,0.00074600783
cat__neighborhood_BRIARWOOD,0.0007335497
cat__neighborhood_CONEY ISLAND,0.00073329895
cat__neighborhood_DONGAN HILLS,0.0007046161
cat__neighborhood_ROSEBANK,0.0006928784
cat__neighborhood_GREAT KILLS,0.0006599048
cat__neighborhood_BRONXDALE,0.00061776454
cat__neighborhood_FLATBUSH-EAST,0.00060603826
cat__neighborhood_MELROSE/CONCOURSE,0.000602832
cat__dof_bldg_class_Z7,0.00058778137
cat__neighborhood_JAVITS CENTER,0.0005354972
cat__neighborhood_SCHUYLERVILLE/PELHAM BAY,0.00045360238
cat__neighborhood_HOWARD BEACH,0.00042365462
cat__dof_bldg_class_U7,0.00042361804
cat__neighborhood_MORRIS PARK/VAN NEST,0.00039693736
cat__neighborhood_INWOOD,0.00035076047
cat__neighborhood_BRIGHTON BEACH,0.00033627197
cat__neighborhood_OAKLAND GARDENS,0.00028774992
cat__neighborhood_SEAGATE,0.0
cat__pluto_bldgclass_C8,0.0
cat__neighborhood_SILVER LAKE,0.0
cat__neighborhood_SPRINGFIELD GARDENS,0.0
cat__neighborhood_SOUTH OZONE PARK,0.0
cat__dof_tax_class_4,0.0
cat__neighborhood_WOODHAVEN,0.0
cat__neighborhood_THROGS NECK,0.0
cat__neighborhood_TOMPKINSVILLE,0.0
cat__neighborhood_WYCKOFF HEIGHTS,0.0
cat__dof_bldg_class_C8,0.0
cat__neighborhood_WILLIAMSBURG-EAST,0.0
cat__neighborhood_WILLIAMSBRIDGE,0.0
cat__neighborhood_WHITESTONE,0.0
cat__neighborhood_WESTCHESTER,0.0
cat__neighborhood_WEST NEW BRIGHTON,0.0
cat__dof_bldg_class_RK,0.0
cat__dof_bldg_class_RR,0.0
cat__neighborhood_VAN CORTLANDT PARK,0.0
cat__dof_bldg_class_U0,0.0
cat__dof_bldg_class_U1,0.0
cat__dof_bldg_class_U2,0.0
cat__dof_bldg_class_V0,0.0
cat__dof_tax_class_1B,0.0
cat__dof_bldg_class_V1,0.0
cat__neighborhood_HUNTS POINT,0.0
cat__neighborhood_ROOSEVELT ISLAND,0.0
cat__neighborhood_CONCORD-FOX HILLS,0.0
cat__neighborhood_FRESH MEADOWS,0.0
cat__neighborhood_FORDHAM,0.0
cat__neighborhood_FLUSHING MEADOW PARK,0.0
cat__neighborhood_FLORAL PARK,0.0
cat__neighborhood_FLATBUSH-NORTH,0.0
cat__neighborhood_FAR ROCKAWAY,0.0
cat__neighborhood_EAST ELMHURST,0.0
cat__neighborhood_DYKER HEIGHTS,0.0
cat__neighborhood_DOWNTOWN-METROTECH,0.0
cat__neighborhood_DOUGLASTON,0.0
cat__neighborhood_CYPRESS HILLS,0.0
cat__neighborhood_CROTONA PARK,0.0
