feature,importance
cat__neighborhood_GREENWICH VILLAGE-WEST,0.0
cat__neighborhood_GREENWICH VILLAGE-CENTRAL,0.0
cat__neighborhood_GREENPOINT,0.0
cat__neighborhood_GRAVESEND,0.0
cat__neighborhood_GRAMERCY,0.0
cat__neighborhood_GOWANUS,0.0
cat__neighborhood_FORT GREENE,0.0
cat__neighborhood_FOREST HILLS,0.0
cat__neighborhood_FORDHAM,0.0
cat__neighborhood_FLUSHING-NORTH,0.0
cat__neighborhood_FLATIRON,0.0
cat__neighborhood_FLATBUSH-NORTH,0.0
cat__neighborhood_FLATBUSH-LEFFERTS GARDEN,0.0
cat__neighborhood_FLATBUSH-CENTRAL,0.0
cat__pluto_bldgclass_V1,0.0
