feature,importance
cat__neighborhood_LITTLE NECK,0.0011704182
cat__neighborhood_FLUSHING-NORTH,0.0011587988
cat__neighborhood_OCEAN HILL,0.0011583024
cat__neighborhood_SCHUYLERVILLE/PELHAM BAY,0.0011532146
cat__neighborhood_BAYSIDE,0.001145754
cat__neighborhood_BRIARWOOD,0.0010980044
cat__dof_bldg_class_C8,0.0010860292
cat__neighborhood_JAMAICA,0.0010670266
cat__neighborhood_REGO PARK,0.0010591947
cat__neighborhood_BATH BEACH,0.0010225152
cat__neighborhood_GLEN OAKS,0.001014029
cat__neighborhood_HOWARD BEACH,0.0009929502
cat__neighborhood_BRONXDALE,0.00097368774
cat__neighborhood_PARKCHESTER,0.00095982064
cat__dof_bldg_class_C6,0.0009474977
cat__neighborhood_HILLCREST,0.00094630255
cat__neighborhood_FLUSHING-SOUTH,0.000874747
cat__neighborhood_BUSHWICK,0.00087466487
cat__neighborhood_LONG ISLAND CITY,0.0008427695
cat__neighborhood_SUNSET PARK,0.00084273564
cat__neighborhood_GRAVESEND,0.0008369903
cat__neighborhood_RICHMOND HILL,0.0007958563
cat__neighborhood_HUNTS POINT,0.00078239886
cat__neighborhood_JAMAICA HILLS,0.00073768233
cat__neighborhood_CITY ISLAND,0.0007368537
cat__neighborhood_SUNNYSIDE,0.0006915598
cat__neighborhood_GREENPOINT,0.0006845
cat__neighborhood_WILLIAMSBURG-EAST,0.0006837784
cat__neighborhood_WOODLAWN,0.00064504665
cat__neighborhood_MARINE PARK,0.00062701915
cat__dof_bldg_class_Z7,0.0005415406
cat__neighborhood_QUEENS VILLAGE,0.00051545375
cat__neighborhood_HOLLISWOOD,0.000471515
cat__neighborhood_WOODSIDE,0.00038173437
cat__neighborhood_CASTLE HILL/UNIONPORT,0.0
cat__neighborhood_WEST NEW BRIGHTON,0.0
cat__neighborhood_WILLIAMSBURG-CENTRAL,0.0
cat__neighborhood_VAN CORTLANDT PARK,0.0
cat__neighborhood_CLOVE LAKES,0.0
cat__neighborhood_WESTCHESTER,0.0
cat__neighborhood_CONCORD-FOX HILLS,0.0
cat__neighborhood_WHITESTONE,0.0
cat__neighborhood_CHINATOWN,0.0
cat__neighborhood_CARROLL GARDENS,0.0
cat__dof_bldg_class_U7,0.0
cat__neighborhood_CANARSIE,0.0
cat__dof_tax_class_3,0.0
cat__neighborhood_BELLE HARBOR,0.0
cat__pluto_bldgclass_D1,0.0
cat__neighborhood_BELMONT,0.0
cat__pluto_bldgclass_CC,0.0
cat__neighborhood_BENSONHURST,0.0
cat__pluto_bldgclass_C0,0.0
cat__pluto_bldgclass_B1,0.0
cat__pluto_bldgclass_A7,0.0
cat__dof_tax_class_4,0.0
cat__neighborhood_BERGEN BEACH,0.0
cat__neighborhood_WOODHAVEN,0.0
cat__neighborhood_BOROUGH PARK,0.0
cat__dof_tax_class_1B,0.0
cat__dof_bldg_class_V1,0.0
cat__dof_bldg_class_V0,0.0
cat__dof_bldg_class_U9,0.0
cat__neighborhood_COUNTRY CLUB,0.0
cat__dof_bldg_class_U2,0.0
cat__dof_bldg_class_U1,0.0
cat__dof_bldg_class_U0,0.0
cat__neighborhood_CONEY ISLAND,0.0
cat__neighborhood_GRYMES HILL,0.0
num__pluto_bldgarea,0.0
cat__neighborhood_FRESH MEADOWS,0.0
cat__neighborhood_MOTT HAVEN/PORT MORRIS,0.0
cat__neighborhood_MORRIS PARK/VAN NEST,0.0
cat__neighborhood_MORNINGSIDE HEIGHTS,0.0
cat__neighborhood_FLORAL PARK,0.0
cat__neighborhood_ARROCHAR-SHORE ACRES,0.0
cat__neighborhood_FLUSHING MEADOW PARK,0.0
cat__neighborhood_MIDDLE VILLAGE,0.0
cat__neighborhood_MASPETH,0.0
cat__neighborhood_MANHATTAN BEACH,0.0
cat__neighborhood_LIVINGSTON,0.0
cat__neighborhood_FLATBUSH-EAST,0.0
cat__neighborhood_LAURELTON,0.0
cat__neighborhood_GLENDALE,0.0
cat__neighborhood_GOWANUS,0.0
cat__neighborhood_GRANT CITY,0.0
cat__neighborhood_GREAT KILLS,0.0
cat__neighborhood_JAMAICA ESTATES,0.0
cat__neighborhood_GREAT KILLS-BAY TERRACE,0.0
cat__neighborhood_HOLLIS HILLS,0.0
cat__neighborhood_HOLLIS,0.0
cat__neighborhood_MOUNT HOPE/MOUNT EDEN,0.0
cat__neighborhood_NAVY YARD,0.0
num__pluto_lotarea,0.0
cat__neighborhood_BATHGATE,0.0
cat__neighborhood_CROTONA PARK,0.0
cat__neighborhood_SPRINGFIELD GARDENS,0.0
cat__neighborhood_SOUTHBRIDGE,0.0
cat__neighborhood_CYPRESS HILLS,0.0
cat__neighborhood_DONGAN HILLS,0.0
cat__neighborhood_ROSEBANK,0.0
cat__neighborhood_ROOSEVELT ISLAND,0.0
cat__neighborhood_DOWNTOWN-FULTON FERRY,0.0
cat__neighborhood_DOWNTOWN-FULTON MALL,0.0
cat__neighborhood_RED HOOK,0.0
cat__neighborhood_NEW BRIGHTON,0.0
cat__neighborhood_DYKER HEIGHTS,0.0
cat__neighborhood_PELHAM PARKWAY NORTH,0.0
cat__neighborhood_EAST ELMHURST,0.0
cat__neighborhood_FAR ROCKAWAY,0.0
cat__neighborhood_OLD MILL BASIN,0.0
cat__neighborhood_OCEAN PARKWAY-SOUTH,0.0
cat__neighborhood_BAYCHESTER,0.0
cat__neighborhood_OAKLAND GARDENS,0.0
cat__neighborhood_NEW DORP,0.0
cat__neighborhood_RIDGEWOOD,0.0
